"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0071346";"cellular response to type II interferon";"19/415";"122/28905";0.155737704918033;10.8472249654355;13.1547483435608;1.35722994402645e-14;4.77251402135847e-12;3.26774214274694e-12;"Gsn/Ccl11/Dapk1/Ccl5/Gbp4/Irgm1/Ccl8/Ccl19/Gbp6/Igtp/Irf8/Gbp8/Gbp3/Stat1/Gbp7/H2-Q7/Parp14/Irgm2/H2-Ab1";19
"GO:0002478";"antigen processing and presentation of exogenous peptide antigen";"14/415";"53/28905";0.264150943396226;18.3982723346215;15.3007562139367;1.83795858622234e-14;5.92435317625668e-12;4.05640684468018e-12;"B2m/H2-D1/H2-Q6/H2-Q4/H2-DMa/H2-T23/Unc93b1/H2-Q7/Tap2/H2-Eb1/H2-Oa/H2-Aa/H2-Ab1/Fcer1g";14
"GO:0048002";"antigen processing and presentation of peptide antigen";"16/415";"84/28905";0.19047619047619;13.2667814113597;13.5885321031476;6.41097346836213e-14;1.90751118274036e-11;1.30607362319021e-11;"B2m/H2-D1/H2-Q6/H2-Q4/H2-DMa/H2-T23/Unc93b1/H2-Q7/Tap1/Tap2/H2-Eb1/H2-Oa/H2-Aa/Pycard/H2-Ab1/Fcer1g";16
"GO:0031348";"negative regulation of defense response";"27/415";"312/28905";0.0865384615384615;6.02745597775718;10.7758741167348;1.13631434608813e-13;3.13947420762063e-11;2.14959916899077e-11;"Ifi207/Ifi203/H2-D1/Ifi205/H2-Q6/Serping1/Irgm1/H2-Q4/Igtp/Mndal/H2-T23/H2-Q7/Tap1/Parp14/Fgl2/Htra1/Irgm2/Ptpn6/Tap2/Dtx4/Wfdc1/Nr1h3/Isg15/Extl3/Ifi206/Adora2a/Nmi";27
"GO:0051607";"defense response to virus";"27/415";"314/28905";0.0859872611464968;5.98906453840841;10.7281804862744;1.32541380654285e-13;3.41780040247182e-11;2.34016921913109e-11;"Ifi207/Ifi203/Ccl5/Ifi205/Gbp4/Irgm1/Cxcl9/Cxcl10/Igtp/Mndal/Ifitm1/Stat1/Unc93b1/Gbp7/Trim30a/Rtp4/Ifih1/Fgl2/Htra1/Irgm2/Trim30b/Ddx60/Isg15/Pycard/Ifi206/Slfn8/Ptprc";27
"GO:0032102";"negative regulation of response to external stimulus";"32/415";"470/28905";0.0680851063829787;4.7421686746988;9.87193914937371;4.42174461135498e-13;1.06541125624638e-10;7.29487487268245e-11;"Ifi207/Ifi203/Vtn/H2-D1/Ifi205/H2-Q6/Serping1/Irgm1/H2-Q4/Kng2/Igtp/Mndal/H2-T23/H2-Q7/Tap1/Parp14/Fgl2/Htra1/Irgm2/Ptpn6/Tap2/Dtx4/Sema6d/Wfdc1/Nr1h3/Robo2/Isg15/Rgma/Extl3/Ifi206/Adora2a/Nmi";32
"GO:0019221";"cytokine-mediated signaling pathway";"32/415";"471/28905";0.0679405520169851;4.7321003760264;9.85602026461827;4.68252103314076e-13;1.06541125624638e-10;7.29487487268245e-11;"Iigp1/Lifr/Ccl11/Ccl5/Il17ra/Irgm1/Csf2rb2/Cxcl9/Ccl8/Cxcl10/Ccl19/Igtp/Ifitm1/Stat1/Cxcl12/Ifih1/Parp14/Irgm2/Eda/Ptpn6/Ikbke/Pik3r1/Csf2rb/Socs1/Hcls1/Isg15/Il2rg/Pycard/Pirb/Fcer1g/Ptprc/Cntfr";32
"GO:0002396";"MHC protein complex assembly";"10/415";"24/28905";0.416666666666667;29.0210843373494;16.574530793489;5.47739502457027e-13;1.11508231342304e-10;7.63497278771124e-11;"B2m/H2-D1/H2-Q6/H2-Q4/H2-DMa/H2-Q7/H2-Eb1/H2-Oa/H2-Aa/H2-Ab1";10
"GO:0002501";"peptide antigen assembly with MHC protein complex";"10/415";"24/28905";0.416666666666667;29.0210843373494;16.574530793489;5.47739502457027e-13;1.11508231342304e-10;7.63497278771124e-11;"B2m/H2-D1/H2-Q6/H2-Q4/H2-DMa/H2-Q7/H2-Eb1/H2-Oa/H2-Aa/H2-Ab1";10
"GO:0002460";"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains";"32/415";"494/28905";0.0647773279352227;4.51177991317497;9.5017653869139;1.67841525972691e-12;3.24605511231185e-10;2.22257515445943e-10;"B2m/H2-D1/C4b/C1ra/H2-Q6/Serping1/Il17ra/Svep1/C3/Ephb2/Csf2rb2/C1s1/H2-Q4/Ccl19/H2-DMa/H2-T23/Unc93b1/H2-Q7/Ctsh/Fgl2/Pnp/Ptpn6/Tap2/Icam1/Csf2rb/Ighv1-82/Pirb/H2-Ab1/Gadd45g/Fcer1g/Ptprc/Gapt";32
"GO:0002449";"lymphocyte mediated immunity";"31/415";"482/28905";0.0643153526970954;4.47960305954107;9.29769003493078;4.54790187180527e-12;8.3768021143537e-10;5.73559955361507e-10;"B2m/H2-D1/C4b/C1ra/H2-Q6/Serping1/Svep1/C3/Csf2rb2/C1s1/H2-Q4/H2-DMa/H2-T23/Unc93b1/H2-Q7/Tap1/Ctsh/Fgl2/Pnp/Ptpn6/Tap2/Icam1/Coro1a/Csf2rb/Cd2/Ighv1-82/Pirb/H2-Ab1/Fcer1g/Ptprc/Gapt";31
"GO:0006959";"humoral immune response";"26/415";"339/28905";0.0766961651917404;5.34193410811387;9.70543844796322;5.19320028958823e-12;9.13059032733057e-10;6.2517186261263e-10;"B2m/H2-D1/Rarres2/C4b/C1ra/Ccl11/H2-Q6/Serping1/Svep1/C3/Cxcl9/Ccl8/C1s1/H2-Q4/Cxcl10/Kng2/Ccl19/H2-DMa/H2-T23/Spns2/H2-Q7/Cxcl12/Cfb/Ptpn6/Ang/Ptprc";26
"GO:0002833";"positive regulation of response to biotic stimulus";"29/415";"431/28905";0.0672853828306264;4.68646744751628;9.30639744957658;7.6329018520539e-12;1.25295405624233e-09;8.57898112857375e-10;"Ifi207/Ifi203/H2-D1/Ifi205/H2-Q6/Lbp/Irgm1/H2-Q4/Igtp/Slc15a3/Mndal/Sash1/H2-T23/Gbp3/Unc93b1/Gbp7/H2-Q7/Trim30a/Ifih1/Irgm2/Ikbke/Pik3r1/Trim30b/Nr1h3/Ddx60/Tril/Pycard/Ifi206/Nmi";29
"GO:0050777";"negative regulation of immune response";"22/415";"241/28905";0.0912863070539419;6.35814627805829;10.0811827458246;7.77427542652947e-12;1.25295405624233e-09;8.57898112857375e-10;"Ifi207/Ifi203/H2-D1/Ifi205/H2-Q6/Serping1/Svep1/H2-Q4/Mndal/H2-T23/H2-Q7/Tap1/Parp14/Fgl2/Ptpn6/Tap2/Dtx4/Isg15/Samsn1/Ifi206/Ptprc/Nmi";22
"GO:0045089";"positive regulation of innate immune response";"28/415";"404/28905";0.0693069306930693;4.82726947393535;9.3498893867117;8.80406336640007e-12;1.34920445516555e-09;9.2380079714704e-10;"Ifi207/Ifi203/H2-D1/Ifi205/H2-Q6/Lbp/Irgm1/H2-Q4/Igtp/Slc15a3/Mndal/H2-T23/Gbp3/Unc93b1/Gbp7/H2-Q7/Trim30a/Ifih1/Irgm2/Ikbke/Pik3r1/Trim30b/Nr1h3/Ddx60/Tril/Pycard/Ifi206/Nmi";28
"GO:1903037";"regulation of leukocyte cell-cell adhesion";"28/415";"405/28905";0.0691358024691358;4.81535029004908;9.33246342666273;9.33488448600355e-12;1.34920445516555e-09;9.2380079714704e-10;"B2m/H2-D1/Ccl5/H2-Q6/Irgm1/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Cxcl12/Fgl2/Pnp/Ptpn6/Icam1/H2-Eb1/Coro1a/H2-Oa/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/Itga4/H2-Ab1/Adora2a/Ptprc";28
"GO:0006935";"chemotaxis";"30/415";"465/28905";0.0645161290322581;4.49358725223474;9.16621569522675;9.41792148124864e-12;1.34920445516555e-09;9.2380079714704e-10;"Dpep1/Eng/Cyp7b1/Rarres2/Ccl11/Ccl5/Lbp/Il17ra/Vegfd/Cmklr1/Cxcl9/Ccl8/Lpar1/Cxcl10/Ccl19/Fgf7/Mycbp2/Cxcl12/Agtr1a/Ptn/Sema6d/Dapk2/Coro1a/Camk1d/Fgf10/Robo2/Ntf3/Cxcr5/Ednrb/Fcer1g";30
"GO:0042330";"taxis";"30/415";"467/28905";0.0642398286937901;4.47434276721447;9.13562734210257;1.04791344732587e-11;1.44761757652017e-09;9.91184298297704e-10;"Dpep1/Eng/Cyp7b1/Rarres2/Ccl11/Ccl5/Lbp/Il17ra/Vegfd/Cmklr1/Cxcl9/Ccl8/Lpar1/Cxcl10/Ccl19/Fgf7/Mycbp2/Cxcl12/Agtr1a/Ptn/Sema6d/Dapk2/Coro1a/Camk1d/Fgf10/Robo2/Ntf3/Cxcr5/Ednrb/Fcer1g";30
"GO:0048525";"negative regulation of viral process";"16/415";"116/28905";0.137931034482759;9.60697964270877;11.2104560024231;1.14814917436657e-11;1.53139345049997e-09;1.04854567067379e-09;"Ifi207/Ifi203/Gsn/Ccl5/Ifi205/Sp100/Mndal/Ifitm1/Ptx3/Stat1/Trim30a/Ifih1/Trim30b/Ciita/Isg15/Ifi206";16
"GO:1903039";"positive regulation of leukocyte cell-cell adhesion";"24/415";"298/28905";0.0805369127516778;5.60944448936686;9.653334633248;1.24709633081494e-11;1.6079228691974e-09;1.10094539239663e-09;"B2m/H2-D1/Ccl5/H2-Q6/Irgm1/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Pnp/Icam1/H2-Eb1/Coro1a/H2-Oa/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/Itga4/H2-Ab1/Ptprc";24
"GO:0045824";"negative regulation of innate immune response";"17/415";"137/28905";0.124087591240876;8.642775481488;10.8221449937529;1.47758044288958e-11;1.84363908164416e-09;1.26234037158241e-09;"Ifi207/Ifi203/H2-D1/Ifi205/H2-Q6/Serping1/H2-Q4/Mndal/H2-T23/H2-Q7/Tap1/Parp14/Tap2/Dtx4/Isg15/Ifi206/Nmi";17
"GO:0002764";"immune response-regulating signaling pathway";"30/415";"497/28905";0.0603621730382294;4.20426171486752;8.69646279919567;4.85815244212855e-11;5.87229176442288e-09;4.02076037644586e-09;"Ifi207/Ifi203/H2-D1/Ifi205/H2-Q6/Lbp/Fyb2/C3/Irgm1/Cmklr1/H2-Q4/Igtp/Slc15a3/Mndal/Unc93b1/H2-Q7/Trim30a/Ifih1/Ctsh/Irgm2/Ptpn6/Pik3r1/Nr1h3/Ddx60/Tril/Pycard/Ifi206/Fcer1g/Ptprc/Nmi";30
"GO:0002495";"antigen processing and presentation of peptide antigen via MHC class II";"9/415";"26/28905";0.346153846153846;24.1098239110287;14.2281695871037;5.98673498148455e-11;6.91328131922353e-09;4.73352631556262e-09;"B2m/H2-DMa/Unc93b1/H2-Eb1/H2-Oa/H2-Aa/Pycard/H2-Ab1/Fcer1g";9
"GO:0030595";"leukocyte chemotaxis";"21/415";"242/28905";0.0867768595041322;6.04406053967938;9.51007516681688;6.07682432403309e-11;6.91328131922353e-09;4.73352631556262e-09;"Dpep1/Cyp7b1/Rarres2/Ccl11/Ccl5/Lbp/Il17ra/Vegfd/Cmklr1/Cxcl9/Ccl8/Cxcl10/Ccl19/Cxcl12/Ptn/Dapk2/Coro1a/Camk1d/Cxcr5/Ednrb/Fcer1g";21
"GO:0050870";"positive regulation of T cell activation";"22/415";"272/28905";0.0808823529411765;5.63350460666194;9.26653611191137;8.32769324398638e-11;9.06062758327075e-09;6.20381510899396e-09;"B2m/H2-D1/Ccl5/H2-Q6/Irgm1/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Pnp/H2-Eb1/Coro1a/H2-Oa/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/H2-Ab1/Ptprc";22
"GO:0007159";"leukocyte cell-cell adhesion";"28/415";"445/28905";0.0629213483146067;4.38250981453906;8.67877483498348;8.43284883654982e-11;9.06062758327075e-09;6.20381510899396e-09;"B2m/H2-D1/Ccl5/H2-Q6/Irgm1/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Cxcl12/Fgl2/Pnp/Ptpn6/Icam1/H2-Eb1/Coro1a/H2-Oa/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/Itga4/H2-Ab1/Adora2a/Ptprc";28
"GO:0002504";"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II";"9/415";"28/28905";0.321428571428571;22.3876936316695;13.6654435241464;1.29018377442172e-10;1.27510831858775e-08;8.73067144605338e-09;"B2m/H2-DMa/Unc93b1/H2-Eb1/H2-Oa/H2-Aa/Pycard/H2-Ab1/Fcer1g";9
"GO:0141086";"negative regulation of inflammasome-mediated signaling pathway";"9/415";"28/28905";0.321428571428571;22.3876936316695;13.6654435241464;1.29018377442172e-10;1.27510831858775e-08;8.73067144605338e-09;"Ifi207/Ifi203/Ifi205/Irgm1/Igtp/Mndal/Trim30a/Irgm2/Ifi206";9
"GO:0002687";"positive regulation of leukocyte migration";"18/415";"179/28905";0.100558659217877;7.00397119203069;9.72488188410897;1.29553602849272e-10;1.27510831858775e-08;8.73067144605338e-09;"Rarres2/Ccl5/Lbp/Vegfd/Cmklr1/Cxcl10/Ccl19/Aoc3/Cxcl12/Ptn/Icam1/Pik3r1/Dapk2/Coro1a/Camk1d/Pycard/Itga4/Myo1f";18
"GO:0060326";"cell chemotaxis";"24/415";"334/28905";0.0718562874251497;5.00483370608181;8.88488474065702;1.33420497535118e-10;1.27510831858775e-08;8.73067144605338e-09;"Dpep1/Eng/Cyp7b1/Rarres2/Ccl11/Ccl5/Lbp/Il17ra/Vegfd/Cmklr1/Cxcl9/Ccl8/Lpar1/Cxcl10/Ccl19/Cxcl12/Agtr1a/Ptn/Dapk2/Coro1a/Camk1d/Cxcr5/Ednrb/Fcer1g";24
"GO:0002757";"immune response-activating signaling pathway";"29/415";"486/28905";0.0596707818930041;4.15610590510189;8.46880444197323;1.35158844524554e-10;1.27510831858775e-08;8.73067144605338e-09;"Ifi207/Ifi203/H2-D1/Ifi205/H2-Q6/Lbp/Fyb2/C3/Irgm1/Cmklr1/H2-Q4/Igtp/Slc15a3/Mndal/Unc93b1/H2-Q7/Trim30a/Ifih1/Irgm2/Ptpn6/Pik3r1/Nr1h3/Ddx60/Tril/Pycard/Ifi206/Fcer1g/Ptprc/Nmi";29
"GO:0032760";"positive regulation of tumor necrosis factor production";"16/415";"142/28905";0.112676056338028;7.84795520108603;9.87290118070579;2.55515312972105e-10;2.35317435851453e-08;1.61121936701207e-08;"H2-D1/H2-Q6/Lbp/Ephb2/H2-Q4/Ccl19/H2-T23/H2-Q7/Ifih1/Pik3r1/Tmem106a/Cd2/Cyp2j6/Pycard/Fcer1g/Ptprc";16
"GO:0050863";"regulation of T cell activation";"26/415";"408/28905";0.0637254901960784;4.43851878100638;8.44225972706496;3.07880269126173e-10;2.76949042088381e-08;1.89627113126426e-08;"Cyp26b1/B2m/H2-D1/Ccl5/H2-Q6/Irgm1/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Fgl2/Pnp/Ptpn6/H2-Eb1/Coro1a/H2-Oa/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/H2-Ab1/Adora2a/Ptprc";26
"GO:1903557";"positive regulation of tumor necrosis factor superfamily cytokine production";"16/415";"144/28905";0.111111111111111;7.73895582329317;9.78427526571618;3.15327825762642e-10;2.77201825011341e-08;1.8980019368871e-08;"H2-D1/H2-Q6/Lbp/Ephb2/H2-Q4/Ccl19/H2-T23/H2-Q7/Ifih1/Pik3r1/Tmem106a/Cd2/Cyp2j6/Pycard/Fcer1g/Ptprc";16
"GO:0022409";"positive regulation of cell-cell adhesion";"24/415";"349/28905";0.0687679083094556;4.78972624020437;8.59663848423838;3.26472362096721e-10;2.80621132575582e-08;1.9214139486207e-08;"B2m/H2-D1/Ccl5/H2-Q6/Irgm1/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Pnp/Icam1/H2-Eb1/Coro1a/H2-Oa/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/Itga4/H2-Ab1/Ptprc";24
"GO:0019886";"antigen processing and presentation of exogenous peptide antigen via MHC class II";"8/415";"22/28905";0.363636363636364;25.3274917853231;13.776672133059;4.52733936852843e-10;3.80690188640608e-08;2.60658715130836e-08;"B2m/H2-DMa/Unc93b1/H2-Eb1/H2-Oa/H2-Aa/H2-Ab1/Fcer1g";8
"GO:0050867";"positive regulation of cell activation";"26/415";"421/28905";0.0617577197149644;4.30146238159288;8.23576053484052;6.02084493264289e-10;4.91885257286633e-08;3.36794020392198e-08;"B2m/H2-D1/Ccl5/H2-Q6/Lbp/Svep1/Irgm1/Ephb2/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Pnp/H2-Eb1/Coro1a/H2-Oa/Fgf10/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/H2-Ab1/Ptprc";26
"GO:0051251";"positive regulation of lymphocyte activation";"24/415";"360/28905";0.0666666666666667;4.6433734939759;8.39550296193629;6.10405696736256e-10;4.91885257286633e-08;3.36794020392198e-08;"B2m/H2-D1/Ccl5/H2-Q6/Irgm1/Ephb2/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Pnp/H2-Eb1/Coro1a/H2-Oa/Fgf10/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/H2-Ab1/Ptprc";24
"GO:0002218";"activation of innate immune response";"22/415";"303/28905";0.0726072607260726;5.05713944888465;8.56840224468702;6.53015157973962e-10;5.1548216960067e-08;3.52950835115465e-08;"Ifi207/Ifi203/Ifi205/Lbp/Irgm1/Igtp/Slc15a3/Mndal/Gbp3/Unc93b1/Gbp7/Trim30a/Ifih1/Irgm2/Pik3r1/Trim30b/Nr1h3/Ddx60/Tril/Pycard/Ifi206/Nmi";22
"GO:0051345";"positive regulation of hydrolase activity";"28/415";"488/28905";0.0573770491803279;3.99634603989729;8.05692948726642;6.86688584922788e-10;5.31222289296269e-08;3.6372810098226e-08;"Ngfr/Ifi207/Ifi203/Gsn/Ccl11/Dapk1/Ccl5/Ifi205/Adap2/Ccl8/Lpar1/Ccl19/Mndal/Stat1/Ctsh/Col4a3/Rasgrp2/Rgs10/Agtr1a/Psme2/Nr1h3/Ntrk1/Rgma/Ntf3/Pycard/Ang/Ifi206/Ptprc";28
"GO:0019724";"B cell mediated immunity";"22/415";"305/28905";0.0721311475409836;5.02397787872803;8.52666667219702;7.39044374162336e-10;5.60514439070572e-08;3.83784446933424e-08;"H2-D1/C4b/C1ra/H2-Q6/Serping1/Svep1/C3/Csf2rb2/C1s1/H2-Q4/H2-DMa/H2-T23/H2-Q7/Fgl2/Ptpn6/Csf2rb/Ighv1-82/Pirb/H2-Ab1/Fcer1g/Ptprc/Gapt";22
"GO:0050678";"regulation of epithelial cell proliferation";"26/415";"426/28905";0.0610328638497653;4.2509757339216;8.15854958913543;7.7374132797604e-10;5.75544510886793e-08;3.9407554275055e-08;"Ngfr/B2m/Eng/Cyp7b1/Ccl11/Ccl5/Ar/Vegfd/Osr2/Pgr/Fgf7/Gli1/Stat1/Cdkn1c/Cxcl12/Htra1/Gpc3/Col4a3/Agtr1a/Ptn/Wfdc1/Nkx2-3/Fgf10/Itga4/Ednrb/Ang";26
"GO:0072676";"lymphocyte migration";"14/415";"112/28905";0.125;8.70632530120482;9.8621065046971;8.52431298368541e-10;6.22114011715003e-08;4.25961697456852e-08;"Apod/Cyp7b1/Ccl11/Ccl5/Ccl8/Cxcl10/Ccl19/Spns2/Cxcl12/Icam1/Coro1a/Itgal/Pycard/Itga4";14
"GO:0002696";"positive regulation of leukocyte activation";"25/415";"397/28905";0.0629722921914358;4.38605808624928;8.19904141812447;8.69235203433186e-10;6.22629956829548e-08;4.26314965270545e-08;"B2m/H2-D1/Ccl5/H2-Q6/Lbp/Irgm1/Ephb2/H2-Q4/Ccl19/H2-DMa/H2-T23/H2-Q7/Pnp/H2-Eb1/Coro1a/H2-Oa/Fgf10/Socs1/H2-Aa/Il2rg/Itgal/Actl6b/Pycard/H2-Ab1/Ptprc";25
"GO:0002685";"regulation of leukocyte migration";"20/415";"253/28905";0.0790513833992095;5.50597647507024;8.68817394665187;9.06199439634742e-10;6.37305351364942e-08;4.36363213420289e-08;"Apod/Rarres2/Ccl5/Lbp/Vegfd/Cmklr1/Cxcl10/Ccl19/Spns2/Aoc3/Cxcl12/Ptn/Icam1/Pik3r1/Dapk2/Coro1a/Camk1d/Pycard/Itga4/Myo1f";20
"GO:0052547";"regulation of peptidase activity";"26/415";"434/28905";0.0599078341013825;4.17261673421798;8.03744312428631;1.14676406416525e-09;7.92086321462712e-08;5.42341801774393e-08;"Ngfr/Ifi207/Dpep1/Ifi203/Vtn/Gsn/Dapk1/Ifi205/Serpina3n/Serping1/Psmb8/Psmb9/Kng2/Itih5/Mndal/Stat1/Ctsh/Gpc3/Col4a3/Psme2/Wfdc1/Serpina3c/Pi16/Pycard/Ifi206/Serpina3g";26
"GO:0032680";"regulation of tumor necrosis factor production";"18/415";"216/28905";0.0833333333333333;5.80421686746988;8.55359281032894;2.74568292268643e-09;1.86321079735985e-07;1.27574113268311e-07;"H2-D1/H2-Q6/Lbp/Ephb2/H2-Q4/Ccl19/H2-T23/H2-Q7/Trim30a/Ifih1/Ptpn6/Pik3r1/Tmem106a/Cd2/Cyp2j6/Pycard/Fcer1g/Ptprc";18
"GO:1903555";"regulation of tumor necrosis factor superfamily cytokine production";"18/415";"219/28905";0.0821917808219178;5.72470704736755;8.47068913509376;3.41891398114315e-09;2.27839028933645e-07;1.5600146867606e-07;"H2-D1/H2-Q6/Lbp/Ephb2/H2-Q4/Ccl19/H2-T23/H2-Q7/Trim30a/Ifih1/Ptpn6/Pik3r1/Tmem106a/Cd2/Cyp2j6/Pycard/Fcer1g/Ptprc";18
"GO:0016064";"immunoglobulin mediated immune response";"21/415";"302/28905";0.0695364238410596;4.84325380994175;8.1031437398205;3.47531093771589e-09;2.27839028933645e-07;1.5600146867606e-07;"H2-D1/C4b/C1ra/H2-Q6/Serping1/Svep1/C3/Csf2rb2/C1s1/H2-Q4/H2-DMa/H2-T23/H2-Q7/Fgl2/Ptpn6/Csf2rb/Ighv1-82/H2-Ab1/Fcer1g/Ptprc/Gapt";21
"GO:0070665";"positive regulation of leukocyte proliferation";"17/415";"195/28905";0.0871794871794872;6.07210379981464;8.57720203951382;3.84010681596965e-09;2.4755888606951e-07;1.69503662262801e-07;"H2-D1/Ccl5/H2-Q6/Irgm1/Ephb2/Csf2rb2/H2-Q4/Ccl19/H2-T23/H2-Q7/Pnp/Coro1a/Csf2rb/Fgf10/Itgal/Pycard/Ptprc";17
