Image,Class,Num Detections,Num Tumor: Negative,Num Tumor: Positive,Tumor: Positive %
PKR-57-Muc5_Muc6.ndpi,Septa 8,338,153,185,54.73
PKR-57-Muc5_Muc6.ndpi,Septa 9,317,313,4,1.262
PKR-58-CK5_CD10.ndpi,Septa 1,391,337,54,13.81
PKR-58-CK5_CD10.ndpi,Septa 2,328,197,131,39.94
PKR-58-CK5_CD10.ndpi,Septa 3,314,218,96,30.57
PKR-58-CK5_CD10.ndpi,,0,0,0,
PKR-58-CK5_CD10.ndpi,Septa 4,302,271,31,10.26
PKR-58-CK5_CD10.ndpi,Septa 5,316,303,13,4.114
PKR-58-CK5_CD10.ndpi,Septa 6,313,260,53,16.93
PKR-58-CK5_CD10.ndpi,Septa 7,350,338,12,3.429
PKR-58-CK5_CD10.ndpi,Septa 8,317,189,128,40.38
PKR-58-CK5_CD10.ndpi,Septa 9,324,269,55,16.98
PKR-58-CK5_CD10.ndpi,Lob 8,302,270,32,10.6
PKR-58-CK5_CD10.ndpi,Lob 2,328,228,100,30.49
PKR-58-CK5_CD10.ndpi,Lob 3,306,246,60,19.61
PKR-58-CK5_CD10.ndpi,Lob 4,314,195,119,37.9
PKR-58-CK5_CD10.ndpi,Lob 5,311,228,83,26.69
PKR-58-CK5_CD10.ndpi,Lob 1,319,200,119,37.3
PKR-58-CK5_CD10.ndpi,Lob 6,301,112,189,62.79
PKR-58-CK5_CD10.ndpi,Lob 7,305,240,65,21.31
PKR-58-CK5_CD10.ndpi,Lob 9,305,259,46,15.08
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-58-CK17_CEAm.ndpi,Septa 1,337,5,332,98.52
PKR-58-CK17_CEAm.ndpi,Septa 2,341,2,339,99.41
PKR-58-CK17_CEAm.ndpi,Lob 6,317,4,313,98.74
PKR-58-CK17_CEAm.ndpi,Lob 7,319,1,318,99.69
PKR-58-CK17_CEAm.ndpi,Septa 4,358,2,356,99.44
PKR-58-CK17_CEAm.ndpi,Septa 5,322,0,322,100
PKR-58-CK17_CEAm.ndpi,Septa 6,336,13,323,96.13
PKR-58-CK17_CEAm.ndpi,Septa 7,360,0,360,100
PKR-58-CK17_CEAm.ndpi,Lob 1,303,4,299,98.68
PKR-58-CK17_CEAm.ndpi,Lob 2,324,3,321,99.07
PKR-58-CK17_CEAm.ndpi,Lob 3,308,2,306,99.35
PKR-58-CK17_CEAm.ndpi,Lob 4,308,2,306,99.35
PKR-58-CK17_CEAm.ndpi,Lob 5,301,2,299,99.34
PKR-58-CK17_CEAm.ndpi,Septa 3,307,3,304,99.02
PKR-58-CK17_CEAm.ndpi,Septa 8,314,4,310,98.73
PKR-58-CK17_CEAm.ndpi,Lob 8,310,10,300,96.77
PKR-58-CK17_CEAm.ndpi,Lob 9,314,6,308,98.09
PKR-58-CK17_CEAm.ndpi,Septa 9,364,1,363,99.73
PKR-58-Muc5_Muc6.ndpi,Lob 9,322,77,245,76.09
PKR-58-Muc5_Muc6.ndpi,Septa 1,333,180,153,45.95
PKR-58-Muc5_Muc6.ndpi,Septa 5,311,54,257,82.64
PKR-58-Muc5_Muc6.ndpi,Septa 4,304,59,245,80.59
PKR-58-Muc5_Muc6.ndpi,Lob 5,300,169,131,43.67
PKR-58-Muc5_Muc6.ndpi,Lob 4,302,207,95,31.46
PKR-58-Muc5_Muc6.ndpi,Lob 1,302,226,76,25.17
PKR-58-Muc5_Muc6.ndpi,Lob 2,300,123,177,59
PKR-58-Muc5_Muc6.ndpi,Lob 8,382,138,244,63.87
PKR-58-Muc5_Muc6.ndpi,Lob 3,330,181,149,45.15
PKR-58-Muc5_Muc6.ndpi,Lob 6,440,162,278,63.18
PKR-58-Muc5_Muc6.ndpi,Lob 7,391,145,246,62.92
PKR-58-Muc5_Muc6.ndpi,Septa 2,312,265,47,15.06
PKR-58-Muc5_Muc6.ndpi,Septa 3,389,250,139,35.73
PKR-58-Muc5_Muc6.ndpi,Septa 6,357,228,129,36.13
PKR-58-Muc5_Muc6.ndpi,Septa 7,308,41,267,86.69
PKR-58-Muc5_Muc6.ndpi,Septa 8,343,195,148,43.15
PKR-58-Muc5_Muc6.ndpi,Septa 9,397,178,219,55.16
PKR-58-WT1_CA125.ndpi,Septa 1,333,47,286,85.89
PKR-58-WT1_CA125.ndpi,Septa 2,320,35,285,89.06
PKR-58-WT1_CA125.ndpi,Septa 3,318,148,170,53.46
PKR-58-WT1_CA125.ndpi,Septa 4,323,89,234,72.45
PKR-58-WT1_CA125.ndpi,Septa 5,304,80,224,73.68
PKR-58-WT1_CA125.ndpi,Septa 6,320,128,192,60
PKR-58-WT1_CA125.ndpi,Septa 7,330,276,54,16.36
PKR-58-WT1_CA125.ndpi,Septa 8,396,170,226,57.07
PKR-58-WT1_CA125.ndpi,Septa 9,370,133,237,64.05
PKR-58-WT1_CA125.ndpi,Lob 9,311,172,139,44.69
PKR-58-WT1_CA125.ndpi,Lob 8,300,112,188,62.67
PKR-58-WT1_CA125.ndpi,Lob 7,300,213,87,29
PKR-58-WT1_CA125.ndpi,Lob 6,343,209,134,39.07
PKR-58-WT1_CA125.ndpi,Lob 5,304,67,237,77.96
PKR-58-WT1_CA125.ndpi,Lob 4,326,105,221,67.79
PKR-58-WT1_CA125.ndpi,Lob 1,303,34,269,88.78
PKR-58-WT1_CA125.ndpi,Lob 2,335,115,220,65.67
PKR-58-WT1_CA125.ndpi,Lob 3,330,142,188,56.97
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor septa,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,tumor lobule,0,0,0,
PKR-62-CK17_CEAm.ndpi,Lob 1,306,26,280,91.5
PKR-62-CK17_CEAm.ndpi,Lob 2,302,94,208,68.87
PKR-62-CK17_CEAm.ndpi,Lob 4,316,18,298,94.3
PKR-62-CK17_CEAm.ndpi,Lob 6,352,14,338,96.02
PKR-62-CK17_CEAm.ndpi,Lob 7,332,50,282,84.94
PKR-62-CK17_CEAm.ndpi,Lob 8,350,79,271,77.43
PKR-62-CK17_CEAm.ndpi,Lob 9,382,11,371,97.12
PKR-62-CK17_CEAm.ndpi,Septa 1,346,52,294,84.97
PKR-62-CK17_CEAm.ndpi,Septa 2,319,5,314,98.43
PKR-62-CK17_CEAm.ndpi,Septa 3,323,32,291,90.09
PKR-62-CK17_CEAm.ndpi,Septa 4,308,19,289,93.83
PKR-62-CK17_CEAm.ndpi,Septa 5,301,61,240,79.73
PKR-62-CK17_CEAm.ndpi,Septa 6,307,24,283,92.18
PKR-62-CK17_CEAm.ndpi,Septa 7,364,68,296,81.32
PKR-62-CK17_CEAm.ndpi,Septa 8,305,29,276,90.49
PKR-62-CK17_CEAm.ndpi,Lob 3,415,177,238,57.35
PKR-62-CK17_CEAm.ndpi,Lob 5,479,293,186,38.83
PKR-62-CK17_CEAm.ndpi,Septa 9,321,10,311,96.88
PKR-62-Muc5_Muc6.ndpi,Septa 1,680,451,229,33.68
PKR-62-Muc5_Muc6.ndpi,Septa 3,345,318,27,7.826
PKR-62-Muc5_Muc6.ndpi,Septa 4,367,244,123,33.51
PKR-62-Muc5_Muc6.ndpi,Septa 5,334,104,230,68.86
PKR-62-Muc5_Muc6.ndpi,Septa 6,378,328,50,13.23
PKR-62-Muc5_Muc6.ndpi,Septa 7,327,304,23,7.034
PKR-62-Muc5_Muc6.ndpi,Septa 8,347,311,36,10.37
PKR-62-Muc5_Muc6.ndpi,Septa 9,416,309,107,25.72
PKR-62-Muc5_Muc6.ndpi,Lob 1,357,158,199,55.74
PKR-62-Muc5_Muc6.ndpi,Lob 2,305,186,119,39.02
PKR-62-Muc5_Muc6.ndpi,Lob 3,471,300,171,36.31
PKR-62-Muc5_Muc6.ndpi,Lob 4,323,222,101,31.27
PKR-62-Muc5_Muc6.ndpi,Lob 5,701,64,637,90.87
PKR-62-Muc5_Muc6.ndpi,Lob 6,458,188,270,58.95
PKR-62-Muc5_Muc6.ndpi,Lob 7,351,294,57,16.24
PKR-62-Muc5_Muc6.ndpi,Lob 8,664,162,502,75.6
PKR-62-Muc5_Muc6.ndpi,Septa 2,372,309,63,16.94
PKR-62-Muc5_Muc6.ndpi,Lob 9,374,202,172,45.99
PKR-62-WT1_CA125.ndpi,Septa 1,507,120,387,76.33
PKR-62-WT1_CA125.ndpi,Septa 2,351,34,317,90.31
PKR-62-WT1_CA125.ndpi,Septa 3,307,31,276,89.9
PKR-62-WT1_CA125.ndpi,Septa 4,344,312,32,9.302
PKR-62-WT1_CA125.ndpi,Septa 5,341,160,181,53.08
PKR-62-WT1_CA125.ndpi,Septa 6,374,279,95,25.4
PKR-62-WT1_CA125.ndpi,Septa 7,374,290,84,22.46
PKR-62-WT1_CA125.ndpi,Septa 8,348,206,142,40.8
PKR-62-WT1_CA125.ndpi,Septa 9,301,43,258,85.71
PKR-62-WT1_CA125.ndpi,Lob 1,393,38,355,90.33
PKR-62-WT1_CA125.ndpi,Lob 2,319,160,159,49.84
PKR-62-WT1_CA125.ndpi,Lob 3,347,69,278,80.12
PKR-62-WT1_CA125.ndpi,Lob 4,310,116,194,62.58
PKR-62-WT1_CA125.ndpi,Lob 5,360,302,58,16.11
PKR-62-WT1_CA125.ndpi,Lob 6,342,65,277,80.99
PKR-62-WT1_CA125.ndpi,Lob 7,313,231,82,26.2
PKR-62-WT1_CA125.ndpi,Lob 8,389,226,163,41.9
PKR-62-WT1_CA125.ndpi,Lob 9,306,40,266,86.93
PKR-46-CDX2_CA199.ndpi,Lob 1,300,284,16,5.333
PKR-46-CDX2_CA199.ndpi,Lob 3,306,303,3,0.9804
PKR-46-CDX2_CA199.ndpi,Lob 4,336,307,29,8.631
PKR-46-CDX2_CA199.ndpi,Lob 5,319,306,13,4.075
PKR-46-CDX2_CA199.ndpi,Lob 6,329,328,1,0.304
PKR-46-CDX2_CA199.ndpi,Lob 7,307,254,53,17.26
PKR-46-CDX2_CA199.ndpi,Septa 1,359,357,2,0.5571
PKR-46-CDX2_CA199.ndpi,Septa 2,330,322,8,2.424
PKR-46-CDX2_CA199.ndpi,Septa 3,331,331,0,0
PKR-46-CDX2_CA199.ndpi,Septa 4,309,309,0,0
PKR-46-CDX2_CA199.ndpi,Septa 5,346,346,0,0
PKR-46-CDX2_CA199.ndpi,Septa 6,331,329,2,0.6042
PKR-46-CDX2_CA199.ndpi,Septa 8,307,300,7,2.28
PKR-46-CDX2_CA199.ndpi,Septa 9,324,321,3,0.9259
PKR-46-CDX2_CA199.ndpi,Septa 7,357,327,30,8.403
PKR-46-CDX2_CA199.ndpi,Lob 2,310,270,40,12.9
PKR-57-CDX2_CA199.ndpi,Septa 1,308,178,130,42.21
PKR-57-CDX2_CA199.ndpi,Septa 2,318,318,0,0
PKR-57-CDX2_CA199.ndpi,Septa 3,303,303,0,0
PKR-57-CDX2_CA199.ndpi,Septa 9,320,319,1,0.3125
PKR-57-CDX2_CA199.ndpi,Septa 4,319,318,1,0.3135
PKR-57-CDX2_CA199.ndpi,Septa 5,316,316,0,0
PKR-57-CDX2_CA199.ndpi,Septa 6,333,333,0,0
PKR-57-CDX2_CA199.ndpi,Septa 7,310,308,2,0.6452
PKR-57-CDX2_CA199.ndpi,Septa 8,300,300,0,0
PKR-57-CDX2_CA199.ndpi,Lob 1,324,313,11,3.395
PKR-57-CDX2_CA199.ndpi,Lob 2,303,293,10,3.3
PKR-57-CDX2_CA199.ndpi,Lob 3,323,301,22,6.811
PKR-57-CDX2_CA199.ndpi,Lob 5,304,259,45,14.8
PKR-57-CDX2_CA199.ndpi,Lob 6,315,289,26,8.254
PKR-57-CDX2_CA199.ndpi,Lob 4,337,315,22,6.528
