Image,Class,Num Detections,Num Tumor: Negative,Num Tumor: Positive,Tumor: Positive %
PKR-30-ck17_ceam.ndpi,Septa 3,321,51,270,84.11
PKR-30-ck17_ceam.ndpi,Septa 2,326,60,266,81.6
PKR-30-ck17_ceam.ndpi,Lob 1,340,182,158,46.47
PKR-30-ck17_ceam.ndpi,Septa 1,376,91,285,75.8
PKR-30-ck17_ceam.ndpi,Septa 7,332,76,256,77.11
PKR-30-ck17_ceam.ndpi,not tumor,0,0,0,
PKR-30-ck17_ceam.ndpi,duct probably!,0,0,0,
PKR-30-ck17_ceam.ndpi,Stroma,20,11,9,45
PKR-30-ck17_ceam.ndpi,,0,0,0,
PKR-30-ck17_ceam.ndpi,Lob 3,311,180,131,42.12
PKR-30-ck17_ceam.ndpi,Lob 5,343,194,149,43.44
PKR-30-muc5ac_muc6.ndpi,Lob 1,368,252,116,31.52
PKR-30-muc5ac_muc6.ndpi,Lob 2,352,206,146,41.48
PKR-30-muc5ac_muc6.ndpi,Lob 4,312,163,149,47.76
PKR-30-muc5ac_muc6.ndpi,Lob 5,304,159,145,47.7
PKR-30-muc5ac_muc6.ndpi,Lob 6,333,191,142,42.64
PKR-30-muc5ac_muc6.ndpi,Lob 7,326,91,235,72.09
PKR-30-muc5ac_muc6.ndpi,Lob 9,330,139,191,57.88
PKR-30-muc5ac_muc6.ndpi,Lob 8,306,207,99,32.35
PKR-30-muc5ac_muc6.ndpi,Septa 9,466,345,121,25.97
PKR-30-muc5ac_muc6.ndpi,Septa 8,345,216,129,37.39
PKR-30-muc5ac_muc6.ndpi,Septa 7,314,273,41,13.06
PKR-30-muc5ac_muc6.ndpi,Septa 6,383,251,132,34.46
PKR-30-muc5ac_muc6.ndpi,Septa 5,325,124,201,61.85
PKR-30-muc5ac_muc6.ndpi,Septa 4,369,266,103,27.91
PKR-30-muc5ac_muc6.ndpi,Septa 3,308,223,85,27.6
PKR-30-muc5ac_muc6.ndpi,Septa 2,305,200,105,34.43
PKR-30-muc5ac_muc6.ndpi,Septa 1,308,227,81,26.3
PKR-30-muc5ac_muc6.ndpi,Lob 3,309,181,128,41.42
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lobule tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Septum tumorinv,0,0,0,
PKR-29-ck17_ceam.ndpi,Lob 1,590,590,0,0
PKR-29-ck17_ceam.ndpi,Lob 2,705,705,0,0
PKR-29-ck17_ceam.ndpi,Lob 3,501,501,0,0
PKR-29-ck17_ceam.ndpi,Lob 4,586,586,0,0
PKR-29-ck17_ceam.ndpi,Lob 5,414,414,0,0
PKR-29-ck17_ceam.ndpi,Lob 7,400,400,0,0
PKR-29-ck17_ceam.ndpi,Lob 8,360,360,0,0
PKR-29-ck17_ceam.ndpi,Lob 9,433,397,36,8.314
PKR-29-ck17_ceam.ndpi,Septa 1,353,274,79,22.38
PKR-29-ck17_ceam.ndpi,Septa 2,435,283,152,34.94
PKR-29-ck17_ceam.ndpi,Septa 5,396,300,96,24.24
PKR-29-ck17_ceam.ndpi,Septa 6,419,363,56,13.37
PKR-29-ck17_ceam.ndpi,Septa 7,648,624,24,3.704
PKR-29-ck17_ceam.ndpi,Septa 9,599,448,151,25.21
PKR-29-ck17_ceam.ndpi,tumor in stroma,0,0,0,
PKR-29-ck17_ceam.ndpi,Septa 3,331,232,99,29.91
PKR-29-ck17_ceam.ndpi,Lob 6,387,386,1,0.2584
PKR-29-ck17_ceam.ndpi,Septa 8,438,270,168,38.36
PKR-29-ck17_ceam.ndpi,tumor in stroma,182,152,30,16.48
PKR-29-ck17_ceam.ndpi,tumor in stroma,0,0,0,
PKR-29-ck17_ceam.ndpi,lob,0,0,0,
PKR-29-ck17_ceam.ndpi,Septa 4,477,341,136,28.51
PKR-29-muc5ac_muc6.ndpi,Lob 1,413,0,413,100
PKR-29-muc5ac_muc6.ndpi,Lob 2,459,1,458,99.78
PKR-29-muc5ac_muc6.ndpi,Lob 3,412,3,409,99.27
PKR-29-muc5ac_muc6.ndpi,Lob 4,366,3,363,99.18
PKR-29-muc5ac_muc6.ndpi,Lob 5,332,1,331,99.7
PKR-29-muc5ac_muc6.ndpi,Lob 7,518,10,508,98.07
PKR-29-muc5ac_muc6.ndpi,Lob 8,382,20,362,94.76
PKR-29-muc5ac_muc6.ndpi,Lob 9,439,306,133,30.3
PKR-29-muc5ac_muc6.ndpi,Septa 1,303,140,163,53.8
PKR-29-muc5ac_muc6.ndpi,Septa 2,317,52,265,83.6
PKR-29-muc5ac_muc6.ndpi,Septa 5,515,327,188,36.5
PKR-29-muc5ac_muc6.ndpi,Septa 6,402,296,106,26.37
PKR-29-muc5ac_muc6.ndpi,Septa 7,668,442,226,33.83
PKR-29-muc5ac_muc6.ndpi,Septa 9,688,274,414,60.17
PKR-29-muc5ac_muc6.ndpi,Septa 3,338,227,111,32.84
PKR-29-muc5ac_muc6.ndpi,Septa 8,387,325,62,16.02
PKR-29-muc5ac_muc6.ndpi,Lob 6,324,0,324,100
PKR-29-muc5ac_muc6.ndpi,Septa 4,337,222,115,34.12
PKR-29-wt1d_ca125.ndpi,Lob 1,524,509,15,2.863
PKR-29-wt1d_ca125.ndpi,Lob 2,670,670,0,0
PKR-29-wt1d_ca125.ndpi,Lob 3,514,403,111,21.6
PKR-29-wt1d_ca125.ndpi,Lob 4,697,600,97,13.92
PKR-29-wt1d_ca125.ndpi,Lob 5,301,239,62,20.6
PKR-29-wt1d_ca125.ndpi,Lob 7,368,361,7,1.902
PKR-29-wt1d_ca125.ndpi,Lob 8,312,286,26,8.333
PKR-29-wt1d_ca125.ndpi,Lob 9,513,513,0,0
PKR-29-wt1d_ca125.ndpi,Septa 1,314,251,63,20.06
PKR-29-wt1d_ca125.ndpi,Septa 2,388,352,36,9.278
PKR-29-wt1d_ca125.ndpi,Septa 5,363,291,72,19.83
PKR-29-wt1d_ca125.ndpi,Septa 6,379,344,35,9.235
PKR-29-wt1d_ca125.ndpi,Septa 7,577,567,10,1.733
PKR-29-wt1d_ca125.ndpi,Septa 9,483,366,117,24.22
PKR-29-wt1d_ca125.ndpi,Lob 6,302,229,73,24.17
PKR-29-wt1d_ca125.ndpi,Septa 8,322,322,0,0
PKR-29-wt1d_ca125.ndpi,Septa 3,371,255,116,31.27
PKR-29-wt1d_ca125.ndpi,Septa 4,311,249,62,19.94
PKR-30-p63_ck5.ndpi,Lob 1,305,136,169,55.41
PKR-30-p63_ck5.ndpi,Lob 2,366,317,49,13.39
PKR-30-p63_ck5.ndpi,Lob 4,326,326,0,0
PKR-30-p63_ck5.ndpi,Lob 5,300,256,44,14.67
PKR-30-p63_ck5.ndpi,Lob 6,338,335,3,0.8876
PKR-30-p63_ck5.ndpi,Lob 7,320,313,7,2.188
PKR-30-p63_ck5.ndpi,Lob 8,341,339,2,0.5865
PKR-30-p63_ck5.ndpi,Lob 9,336,335,1,0.2976
PKR-30-p63_ck5.ndpi,Septa 1,323,323,0,0
PKR-30-p63_ck5.ndpi,Septa 2,336,333,3,0.8929
PKR-30-p63_ck5.ndpi,Septa 3,311,284,27,8.682
PKR-30-p63_ck5.ndpi,Septa 4,305,305,0,0
PKR-30-p63_ck5.ndpi,Septa 5,322,312,10,3.106
PKR-30-p63_ck5.ndpi,Septa 6,565,564,1,0.177
PKR-30-p63_ck5.ndpi,Septa 7,316,316,0,0
PKR-30-p63_ck5.ndpi,Septa 8,379,379,0,0
PKR-30-p63_ck5.ndpi,Septa 9,351,338,13,3.704
PKR-30-p63_ck5.ndpi,Lob 3,301,294,7,2.326
PKR-30-hmga2_ck19.ndpi,Lob 1,336,306,30,8.929
PKR-30-hmga2_ck19.ndpi,Lob 2,331,320,11,3.323
PKR-30-hmga2_ck19.ndpi,Lob 4,316,304,12,3.797
PKR-30-hmga2_ck19.ndpi,Lob 5,336,328,8,2.381
PKR-30-hmga2_ck19.ndpi,Lob 6,347,343,4,1.153
PKR-30-hmga2_ck19.ndpi,Lob 7,309,286,23,7.443
PKR-30-hmga2_ck19.ndpi,Lob 8,309,304,5,1.618
PKR-30-hmga2_ck19.ndpi,Lob 9,303,280,23,7.591
PKR-30-hmga2_ck19.ndpi,Septa 1,407,320,87,21.38
PKR-30-hmga2_ck19.ndpi,Septa 2,305,230,75,24.59
PKR-30-hmga2_ck19.ndpi,Septa 3,344,268,76,22.09
PKR-30-hmga2_ck19.ndpi,Septa 4,304,205,99,32.57
PKR-30-hmga2_ck19.ndpi,Septa 5,311,238,73,23.47
PKR-30-hmga2_ck19.ndpi,Septa 6,305,183,122,40
PKR-30-hmga2_ck19.ndpi,Septa 7,347,251,96,27.67
PKR-30-hmga2_ck19.ndpi,Septa 8,360,247,113,31.39
PKR-30-hmga2_ck19.ndpi,Septa 9,336,233,103,30.65
PKR-30-hmga2_ck19.ndpi,Lob 3,300,12,288,96
PKR-29-cdx2_ca199.ndpi,Lob 1,615,454,161,26.18
PKR-29-cdx2_ca199.ndpi,Lob 2,385,32,353,91.69
PKR-29-cdx2_ca199.ndpi,Lob 3,409,374,35,8.557
PKR-29-cdx2_ca199.ndpi,Lob 4,493,403,90,18.26
PKR-29-cdx2_ca199.ndpi,Lob 5,565,544,21,3.717
PKR-29-cdx2_ca199.ndpi,Lob 6,380,374,6,1.579
PKR-29-cdx2_ca199.ndpi,Lob 7,429,373,56,13.05
PKR-29-cdx2_ca199.ndpi,Lob 8,356,346,10,2.809
PKR-29-cdx2_ca199.ndpi,Lob 9,415,414,1,0.241
PKR-29-cdx2_ca199.ndpi,Septa 1,314,313,1,0.3185
PKR-29-cdx2_ca199.ndpi,Septa 2,329,316,13,3.951
PKR-29-cdx2_ca199.ndpi,Septa 3,303,302,1,0.33
PKR-29-cdx2_ca199.ndpi,Septa 4,306,299,7,2.288
PKR-29-cdx2_ca199.ndpi,Septa 5,322,313,9,2.795
PKR-29-cdx2_ca199.ndpi,Septa 6,325,320,5,1.538
PKR-29-cdx2_ca199.ndpi,Septa 7,500,383,117,23.4
PKR-29-cdx2_ca199.ndpi,Septa 8,313,310,3,0.9585
PKR-29-cdx2_ca199.ndpi,Septa 9,508,494,14,2.756
PKR-30-cdx2_ca199.ndpi,Lob 1,314,300,14,4.459
PKR-30-cdx2_ca199.ndpi,Lob 2,311,286,25,8.039
PKR-30-cdx2_ca199.ndpi,Lob 3,313,288,25,7.987
PKR-30-cdx2_ca199.ndpi,Lob 4,302,266,36,11.92
PKR-30-cdx2_ca199.ndpi,Lob 5,311,284,27,8.682
PKR-30-cdx2_ca199.ndpi,Lob 6,306,240,66,21.57
PKR-30-cdx2_ca199.ndpi,Lob 7,314,276,38,12.1
PKR-30-cdx2_ca199.ndpi,Lob 8,299,246,53,17.73
PKR-30-cdx2_ca199.ndpi,Lob 9,314,281,33,10.51
PKR-30-cdx2_ca199.ndpi,Septa 1,405,402,3,0.7407
PKR-30-cdx2_ca199.ndpi,Septa 2,397,396,1,0.2519
PKR-30-cdx2_ca199.ndpi,Septa 3,348,347,1,0.2874
PKR-30-cdx2_ca199.ndpi,Septa 4,346,341,5,1.445
PKR-30-cdx2_ca199.ndpi,Septa 5,353,347,6,1.7
PKR-30-cdx2_ca199.ndpi,Septa 6,410,405,5,1.22
PKR-30-cdx2_ca199.ndpi,Septa 7,302,298,4,1.325
PKR-30-cdx2_ca199.ndpi,Septa 8,501,496,5,0.998
PKR-30-cdx2_ca199.ndpi,Septa 9,390,388,2,0.5128
