Image,Class,Num Detections,Num Tumor: Negative,Num Tumor: Positive,Tumor: Positive %
PKR-17-muc5ac.ndpi,Septa 5,336,100,236,70.24
PKR-17-muc5ac.ndpi,Septa 7,364,174,190,52.2
PKR-17-muc5ac.ndpi,Septa 8,347,71,276,79.54
PKR-17-muc5ac.ndpi,Lob 1,313,172,141,45.05
PKR-17-muc5ac.ndpi,Lob 3,343,186,157,45.77
PKR-17-muc5ac.ndpi,Lob 4,327,119,208,63.61
PKR-17-muc5ac.ndpi,Lob 6,334,154,180,53.89
PKR-17-muc5ac.ndpi,Lob 7,346,190,156,45.09
PKR-17-muc5ac.ndpi,Lob 8,326,185,141,43.25
PKR-17-muc5ac.ndpi,Lob 9,352,164,188,53.41
PKR-17-muc5ac.ndpi,Lob 2,488,319,169,34.63
PKR-17-muc5ac.ndpi,Lob 5,323,154,169,52.32
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-18-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-18-ck17_ceam.ndpi,Lob 3,316,293,23,7.278
PKR-18-ck17_ceam.ndpi,Presumed lobes,316,293,23,7.278
PKR-18-ck17_ceam.ndpi,Presumed lobes,322,316,6,1.863
PKR-18-ck17_ceam.ndpi,Presumed lobes,406,399,7,1.724
PKR-18-ck17_ceam.ndpi,Lob 4,406,399,7,1.724
PKR-18-ck17_ceam.ndpi,Presumed lobes,348,335,13,3.736
PKR-18-ck17_ceam.ndpi,Lob 2,322,316,6,1.863
PKR-18-ck17_ceam.ndpi,Lob 1,361,319,42,11.63
PKR-18-ck17_ceam.ndpi,Lob 5,360,356,4,1.111
PKR-18-ck17_ceam.ndpi,Lob 6,348,335,13,3.736
PKR-18-ck17_ceam.ndpi,Lob 7,396,381,15,3.788
PKR-18-ck17_ceam.ndpi,Presumed lobes,482,480,2,0.4149
PKR-18-ck17_ceam.ndpi,Lob 8,479,477,2,0.4175
PKR-18-ck17_ceam.ndpi,Septa 1,308,255,53,17.21
PKR-18-ck17_ceam.ndpi,Septa 3,508,342,166,32.68
PKR-18-ck17_ceam.ndpi,Septa 4,320,256,64,20
PKR-18-ck17_ceam.ndpi,Septa 5,367,305,62,16.89
PKR-18-ck17_ceam.ndpi,Septa 6,423,342,81,19.15
PKR-18-ck17_ceam.ndpi,Septa 7,323,315,8,2.477
PKR-18-ck17_ceam.ndpi,Septa 8,345,276,69,20
PKR-18-ck17_ceam.ndpi,Septa 9,314,234,80,25.48
PKR-18-ck17_ceam.ndpi,Septa 2,390,355,35,8.974
PKR-18-ck17_ceam.ndpi,Lob 9,467,438,29,6.21
PKR-18-muc5ac_muc6.ndpi,Lob 4,573,30,543,94.76
PKR-18-muc5ac_muc6.ndpi,Lob 7,375,17,358,95.47
PKR-18-muc5ac_muc6.ndpi,Lob 2,395,100,295,74.68
PKR-18-muc5ac_muc6.ndpi,Lob 3,478,67,411,85.98
PKR-18-muc5ac_muc6.ndpi,Lob 6,462,8,454,98.27
PKR-18-muc5ac_muc6.ndpi,Lob 8,452,5,447,98.89
PKR-18-muc5ac_muc6.ndpi,Septa 9,308,23,285,92.53
PKR-18-muc5ac_muc6.ndpi,Septa 7,521,29,492,94.43
PKR-18-muc5ac_muc6.ndpi,Lob 5,522,1,521,99.81
PKR-18-muc5ac_muc6.ndpi,Septa 6,348,96,252,72.41
PKR-18-muc5ac_muc6.ndpi,Septa 5,419,41,378,90.21
PKR-18-muc5ac_muc6.ndpi,Septa 3,330,102,228,69.09
PKR-18-muc5ac_muc6.ndpi,Septa 4,735,185,550,74.83
PKR-18-muc5ac_muc6.ndpi,Septa 8,348,71,277,79.6
PKR-18-muc5ac_muc6.ndpi,Septa 1,372,66,306,82.26
PKR-18-muc5ac_muc6.ndpi,Septa 2,572,22,550,96.15
PKR-18-muc5ac_muc6.ndpi,Lob 9,341,81,260,76.25
PKR-18-muc5ac_muc6.ndpi,Lob 1,307,24,283,92.18
PKR-24-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-24-ck17_ceam.ndpi,tumor lobule,0,0,0,
PKR-24-ck17_ceam.ndpi,Septa 1,316,64,252,79.75
PKR-24-ck17_ceam.ndpi,Presumed lobes,176,26,150,85.23
PKR-24-ck17_ceam.ndpi,tumor septa,0,0,0,
PKR-24-ck17_ceam.ndpi,Septa 2,330,13,317,96.06
PKR-24-ck17_ceam.ndpi,Septa 3,331,21,310,93.66
PKR-24-ck17_ceam.ndpi,Presumed lobes,0,0,0,
PKR-24-ck17_ceam.ndpi,Presumed lobes,0,0,0,
PKR-24-ck17_ceam.ndpi,Presumed lobes,647,123,524,80.99
PKR-24-ck17_ceam.ndpi,Septa 4,352,31,321,91.19
PKR-24-ck17_ceam.ndpi,Septa 5,332,40,292,87.95
PKR-24-ck17_ceam.ndpi,Septa 6,303,97,206,67.99
PKR-24-ck17_ceam.ndpi,Septa 7,312,11,301,96.47
PKR-24-ck17_ceam.ndpi,Septa 8,316,6,310,98.1
PKR-24-ck17_ceam.ndpi,Septa 9,335,36,299,89.25
PKR-24-ck17_ceam.ndpi,Lob 1,342,53,289,84.5
PKR-24-ck17_ceam.ndpi,Lob 2,308,89,219,71.1
PKR-24-ck17_ceam.ndpi,Lob 3,311,45,266,85.53
PKR-24-ck17_ceam.ndpi,Lob 4,309,80,229,74.11
PKR-24-ck17_ceam.ndpi,Lob 5,323,19,304,94.12
PKR-24-ck17_ceam.ndpi,Lob 6,325,68,257,79.08
PKR-24-ck17_ceam.ndpi,Presumed lobes,95,36,59,62.11
PKR-24-muc5ac_muc6.ndpi,Lob 1,464,446,18,3.879
PKR-24-muc5ac_muc6.ndpi,Lob 2,315,275,40,12.7
PKR-24-muc5ac_muc6.ndpi,Lob 3,374,308,66,17.65
PKR-24-muc5ac_muc6.ndpi,Lob 5,350,304,46,13.14
PKR-24-muc5ac_muc6.ndpi,Lob 4,309,252,57,18.45
PKR-24-muc5ac_muc6.ndpi,Lob 6,316,298,18,5.696
PKR-24-muc5ac_muc6.ndpi,Septa 4,528,437,91,17.23
PKR-24-muc5ac_muc6.ndpi,Septa 6,357,342,15,4.202
PKR-24-wt1d_ca125.ndpi,Septa 1,332,268,64,19.28
PKR-24-wt1d_ca125.ndpi,Septa 2,331,76,255,77.04
PKR-24-wt1d_ca125.ndpi,Septa 3,384,97,287,74.74
PKR-24-wt1d_ca125.ndpi,Septa 4,448,114,334,74.55
PKR-24-wt1d_ca125.ndpi,Septa 5,347,181,166,47.84
PKR-24-wt1d_ca125.ndpi,Septa 6,344,166,178,51.74
PKR-24-wt1d_ca125.ndpi,Septa 7,355,105,250,70.42
PKR-24-wt1d_ca125.ndpi,Septa 8,425,178,247,58.12
PKR-24-wt1d_ca125.ndpi,Septa 9,358,168,190,53.07
PKR-24-wt1d_ca125.ndpi,Lob 1,303,221,82,27.06
PKR-24-wt1d_ca125.ndpi,Lob 2,337,235,102,30.27
PKR-24-wt1d_ca125.ndpi,Lob 3,328,184,144,43.9
PKR-24-wt1d_ca125.ndpi,Lob 5,304,174,130,42.76
PKR-24-wt1d_ca125.ndpi,Lob 4,307,207,100,32.57
PKR-24-wt1d_ca125.ndpi,Lob 6,316,237,79,25
PKR-18-ck5_cd10.ndpi,Lob 7,351,351,0,0
PKR-18-ck5_cd10.ndpi,Lob 4,357,357,0,0
PKR-18-ck5_cd10.ndpi,Lob 3,332,332,0,0
PKR-18-ck5_cd10.ndpi,Lob 2,357,357,0,0
PKR-18-ck5_cd10.ndpi,Lob 8,330,330,0,0
PKR-18-ck5_cd10.ndpi,Lob 6,439,436,3,0.6834
PKR-18-ck5_cd10.ndpi,Lob 5,301,301,0,0
PKR-18-ck5_cd10.ndpi,Septa 9,315,315,0,0
PKR-18-ck5_cd10.ndpi,Septa 7,347,347,0,0
PKR-18-ck5_cd10.ndpi,Septa 1,300,300,0,0
PKR-18-ck5_cd10.ndpi,Septa 2,346,337,9,2.601
PKR-18-ck5_cd10.ndpi,Septa 5,320,318,2,0.625
PKR-18-ck5_cd10.ndpi,Septa 3,478,478,0,0
PKR-18-ck5_cd10.ndpi,Septa 6,331,330,1,0.3021
PKR-18-ck5_cd10.ndpi,Septa 4,422,422,0,0
PKR-18-ck5_cd10.ndpi,Septa 8,354,354,0,0
PKR-18-ck5_cd10.ndpi,Lob 1,333,333,0,0
PKR-18-ck5_cd10.ndpi,Lob 9,403,403,0,0
PKR-24-p63_ck5.ndpi,Lob 1,381,381,0,0
PKR-24-p63_ck5.ndpi,Lob 2,398,385,13,3.266
PKR-24-p63_ck5.ndpi,Lob 3,357,351,6,1.681
PKR-24-p63_ck5.ndpi,Lob 4,362,358,4,1.105
PKR-24-p63_ck5.ndpi,Lob 5,381,376,5,1.312
PKR-24-p63_ck5.ndpi,Lob 6,329,327,2,0.6079
PKR-24-p63_ck5.ndpi,Septa 1,383,355,28,7.311
PKR-24-p63_ck5.ndpi,Septa 2,371,336,35,9.434
PKR-24-p63_ck5.ndpi,Septa 3,424,365,59,13.92
PKR-24-p63_ck5.ndpi,Septa 4,403,402,1,0.2481
PKR-24-p63_ck5.ndpi,Septa 5,345,337,8,2.319
PKR-24-p63_ck5.ndpi,Septa 6,322,300,22,6.832
PKR-24-p63_ck5.ndpi,Septa 7,381,297,84,22.05
PKR-24-p63_ck5.ndpi,Septa 9,323,314,9,2.786
PKR-24-p63_ck5.ndpi,Septa 8,391,288,103,26.34
PKR-18-hmga2_ck19.ndpi,Lob 3,375,374,1,0.2667
PKR-18-hmga2_ck19.ndpi,Lob 4,304,304,0,0
PKR-18-hmga2_ck19.ndpi,Lob 2,386,385,1,0.2591
PKR-18-hmga2_ck19.ndpi,Lob 6,329,230,99,30.09
PKR-18-hmga2_ck19.ndpi,Lob 8,310,269,41,13.23
PKR-18-hmga2_ck19.ndpi,Lob 5,452,419,33,7.301
PKR-18-hmga2_ck19.ndpi,Lob 7,337,337,0,0
PKR-18-hmga2_ck19.ndpi,Septa 8,351,350,1,0.2849
PKR-18-hmga2_ck19.ndpi,Septa 2,519,517,2,0.3854
PKR-18-hmga2_ck19.ndpi,Septa 1,324,263,61,18.83
PKR-18-hmga2_ck19.ndpi,Septa 3,636,625,11,1.73
PKR-18-hmga2_ck19.ndpi,Septa 4,509,503,6,1.179
PKR-18-hmga2_ck19.ndpi,Septa 5,314,313,1,0.3185
PKR-18-hmga2_ck19.ndpi,Septa 6,339,337,2,0.59
PKR-18-hmga2_ck19.ndpi,Septa 7,315,260,55,17.46
PKR-18-hmga2_ck19.ndpi,Septa 9,310,242,68,21.94
PKR-18-hmga2_ck19.ndpi,Lob 1,364,362,2,0.5495
PKR-18-hmga2_ck19.ndpi,Lob 9,380,380,0,0
PKR-17-cdx2_ca199.ndpi,Lob 1,304,302,2,0.6579
PKR-17-cdx2_ca199.ndpi,Lob 2,301,292,9,2.99
PKR-17-cdx2_ca199.ndpi,Lob 4,345,345,0,0
PKR-17-cdx2_ca199.ndpi,Lob 5,307,306,1,0.3257
PKR-17-cdx2_ca199.ndpi,Lob 6,301,301,0,0
PKR-17-cdx2_ca199.ndpi,Lob 7,306,305,1,0.3268
PKR-17-cdx2_ca199.ndpi,Lob 8,311,311,0,0
PKR-17-cdx2_ca199.ndpi,Lob 9,321,320,1,0.3115
PKR-17-cdx2_ca199.ndpi,Lob 3,303,301,2,0.6601
PKR-17-cdx2_ca199.ndpi,Septa 1,347,347,0,0
PKR-17-cdx2_ca199.ndpi,Septa 2,305,305,0,0
PKR-17-cdx2_ca199.ndpi,Septa 3,323,319,4,1.238
PKR-17-cdx2_ca199.ndpi,Septa 4,306,306,0,0
PKR-17-cdx2_ca199.ndpi,Septa 5,343,342,1,0.2915
PKR-17-cdx2_ca199.ndpi,Septa 6,367,367,0,0
PKR-17-cdx2_ca199.ndpi,Septa 7,304,304,0,0
PKR-17-cdx2_ca199.ndpi,Septa 8,311,311,0,0
PKR-17-cdx2_ca199.ndpi,Septa 9,350,347,3,0.8571
PKR-24-cdx2_ca199.ndpi,Lob 1,332,330,2,0.6024
PKR-24-cdx2_ca199.ndpi,Lob 2,347,340,7,2.017
PKR-24-cdx2_ca199.ndpi,Lob 3,317,301,16,5.047
PKR-24-cdx2_ca199.ndpi,Lob 5,305,296,9,2.951
PKR-24-cdx2_ca199.ndpi,Lob 6,306,246,60,19.61
PKR-24-cdx2_ca199.ndpi,Lob 4,315,304,11,3.492
PKR-24-cdx2_ca199.ndpi,Septa 1,388,377,11,2.835
PKR-24-cdx2_ca199.ndpi,Septa 2,326,323,3,0.9202
PKR-24-cdx2_ca199.ndpi,Septa 3,327,327,0,0
PKR-24-cdx2_ca199.ndpi,Septa 4,300,293,7,2.333
PKR-24-cdx2_ca199.ndpi,Septa 5,301,268,33,10.96
PKR-24-cdx2_ca199.ndpi,Septa 6,306,266,40,13.07
PKR-24-cdx2_ca199.ndpi,Septa 7,311,309,2,0.6431
PKR-24-cdx2_ca199.ndpi,Septa 8,423,419,4,0.9456
PKR-24-cdx2_ca199.ndpi,Septa 9,314,314,0,0
PKR-18-cdx2_ca199.ndpi,Lob 2,320,285,35,10.94
PKR-18-cdx2_ca199.ndpi,Lob 1,349,337,12,3.438
PKR-18-cdx2_ca199.ndpi,Lob 3,324,276,48,14.81
PKR-18-cdx2_ca199.ndpi,Lob 4,352,310,42,11.93
PKR-18-cdx2_ca199.ndpi,Lob 7,311,310,1,0.3215
PKR-18-cdx2_ca199.ndpi,Lob 5,321,305,16,4.984
PKR-18-cdx2_ca199.ndpi,Lob 6,316,310,6,1.899
PKR-18-cdx2_ca199.ndpi,Lob 8,310,236,74,23.87
PKR-18-cdx2_ca199.ndpi,Lob 9,321,296,25,7.788
PKR-18-cdx2_ca199.ndpi,Septa 1,368,364,4,1.087
PKR-18-cdx2_ca199.ndpi,Septa 2,313,254,59,18.85
PKR-18-cdx2_ca199.ndpi,Septa 3,313,308,5,1.597
PKR-18-cdx2_ca199.ndpi,Septa 4,427,401,26,6.089
PKR-18-cdx2_ca199.ndpi,Septa 5,315,298,17,5.397
PKR-18-cdx2_ca199.ndpi,Septa 6,322,320,2,0.6211
PKR-18-cdx2_ca199.ndpi,Septa 8,331,326,5,1.511
PKR-18-cdx2_ca199.ndpi,Septa 7,305,299,6,1.967
PKR-18-cdx2_ca199.ndpi,Septa 9,305,305,0,0
