Image,Class,Num Detections,Num Tumor: Negative,Num Tumor: Positive,Tumor: Positive %
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Tumor,0,0,0,
PKR-32-muc5ac_muc6.ndpi,Septa 4,330,330,0,0
PKR-32-muc5ac_muc6.ndpi,Septa 2,338,335,3,0.8876
PKR-32-ck17_ceam.ndpi,,0,0,0,
PKR-32-ck17_ceam.ndpi,,0,0,0,
PKR-32-ck17_ceam.ndpi,Tumor,0,0,0,
PKR-32-ck17_ceam.ndpi,Septa 1,306,77,229,74.84
PKR-32-ck17_ceam.ndpi,Septa 2,309,20,289,93.53
PKR-32-ck17_ceam.ndpi,Septa 3,335,13,322,96.12
PKR-32-ck17_ceam.ndpi,Septa 4,382,43,339,88.74
PKR-32-ck17_ceam.ndpi,Lob 1,383,176,207,54.05
PKR-32-ck17_ceam.ndpi,Lob 3,372,92,280,75.27
PKR-32-ck17_ceam.ndpi,Lob 2,450,121,329,73.11
PKR-32-ck17_ceam.ndpi,Lob 4,310,210,100,32.26
PKR-4-ck5_cd10.ndpi,Lob 6,313,313,0,0
PKR-4-ck5_cd10.ndpi,Lob 7,317,317,0,0
PKR-4-ck5_cd10.ndpi,Lob 3,336,336,0,0
PKR-4-ck5_cd10.ndpi,Lob 1,400,397,3,0.75
PKR-4-ck5_cd10.ndpi,Lob 4,326,306,20,6.135
PKR-4-ck5_cd10.ndpi,Lob 8,340,331,9,2.647
PKR-4-ck5_cd10.ndpi,Lob 5,447,445,2,0.4474
PKR-4-ck5_cd10.ndpi,Lob 9,389,389,0,0
PKR-4-ck5_cd10.ndpi,Lob 2,469,467,2,0.4264
PKR-4-ck5_cd10.ndpi,Septa 1,340,340,0,0
PKR-4-ck5_cd10.ndpi,Septa 2,369,369,0,0
PKR-4-ck5_cd10.ndpi,Septa 3,502,502,0,0
PKR-4-ck5_cd10.ndpi,Septa 4,355,346,9,2.535
PKR-4-ck5_cd10.ndpi,Septa 5,369,366,3,0.813
PKR-4-ck5_cd10.ndpi,Septa 6,373,373,0,0
PKR-4-ck5_cd10.ndpi,Septa 7,302,300,2,0.6623
PKR-4-ck5_cd10.ndpi,Septa 9,314,299,15,4.777
PKR-4-ck5_cd10.ndpi,NO,0,0,0,
PKR-4-ck5_cd10.ndpi,Septa 8,438,426,12,2.74
PKR-4-hmga2_ck19.ndpi,Septa 1,408,399,9,2.206
PKR-4-hmga2_ck19.ndpi,Septa 2,381,381,0,0
PKR-4-hmga2_ck19.ndpi,Septa 6,346,346,0,0
PKR-4-hmga2_ck19.ndpi,Septa 5,375,334,41,10.93
PKR-4-hmga2_ck19.ndpi,Septa 4,340,306,34,10
PKR-4-hmga2_ck19.ndpi,Septa 3,403,394,9,2.233
PKR-4-hmga2_ck19.ndpi,Septa 7,364,364,0,0
PKR-4-hmga2_ck19.ndpi,Septa 8,338,324,14,4.142
PKR-4-hmga2_ck19.ndpi,Septa 9,323,319,4,1.238
PKR-4-hmga2_ck19.ndpi,Lob 1,306,305,1,0.3268
PKR-4-hmga2_ck19.ndpi,Lob 4,300,299,1,0.3333
PKR-4-hmga2_ck19.ndpi,Lob 8,314,314,0,0
PKR-4-hmga2_ck19.ndpi,Lob 9,335,333,2,0.597
PKR-4-hmga2_ck19.ndpi,Lob 5,325,320,5,1.538
PKR-4-hmga2_ck19.ndpi,Lob 3,308,295,13,4.221
PKR-4-hmga2_ck19.ndpi,Lob 6,358,349,9,2.514
PKR-4-hmga2_ck19.ndpi,Lob 7,310,309,1,0.3226
PKR-4-hmga2_ck19.ndpi,Lob 2,318,316,2,0.6289
PKR-4-cdx2_ca199.ndpi,Lob 1,303,140,163,53.8
PKR-4-cdx2_ca199.ndpi,Lob 3,307,134,173,56.35
PKR-4-cdx2_ca199.ndpi,Lob 7,420,241,179,42.62
PKR-4-cdx2_ca199.ndpi,Lob 6,309,222,87,28.16
PKR-4-cdx2_ca199.ndpi,Lob 2,312,241,71,22.76
PKR-4-cdx2_ca199.ndpi,Lob 4,306,151,155,50.65
PKR-4-cdx2_ca199.ndpi,Lob 5,331,157,174,52.57
PKR-4-cdx2_ca199.ndpi,Lob 9,349,106,243,69.63
PKR-4-cdx2_ca199.ndpi,Lob 8,308,166,142,46.1
PKR-4-cdx2_ca199.ndpi,Septa 1,319,102,217,68.03
PKR-4-cdx2_ca199.ndpi,Septa 2,314,94,220,70.06
PKR-4-cdx2_ca199.ndpi,Septa 3,366,288,78,21.31
PKR-4-cdx2_ca199.ndpi,Septa 4,302,273,29,9.603
PKR-4-cdx2_ca199.ndpi,Septa 5,390,214,176,45.13
PKR-4-cdx2_ca199.ndpi,Septa 6,321,38,283,88.16
PKR-4-cdx2_ca199.ndpi,Septa 7,319,110,209,65.52
PKR-4-cdx2_ca199.ndpi,Septa 8,303,178,125,41.25
PKR-4-cdx2_ca199.ndpi,Septa 9,373,275,98,26.27
PKR-13-cdx2_ca199.ndpi,Lob 1,340,55,285,83.82
PKR-13-cdx2_ca199.ndpi,Lob 2,340,311,29,8.529
PKR-13-cdx2_ca199.ndpi,Lob 3,314,208,106,33.76
PKR-13-cdx2_ca199.ndpi,Lob 4,320,301,19,5.938
PKR-13-cdx2_ca199.ndpi,Lob 5,337,327,10,2.967
PKR-13-cdx2_ca199.ndpi,Lob 6,341,264,77,22.58
PKR-13-cdx2_ca199.ndpi,Lob 7,338,309,29,8.58
PKR-13-cdx2_ca199.ndpi,Lob 8,331,320,11,3.323
PKR-13-cdx2_ca199.ndpi,Lob 9,398,388,10,2.513
PKR-13-cdx2_ca199.ndpi,Septa 1,325,325,0,0
PKR-13-cdx2_ca199.ndpi,Septa 2,303,285,18,5.941
PKR-13-cdx2_ca199.ndpi,Septa 3,362,350,12,3.315
PKR-13-cdx2_ca199.ndpi,Septa 4,304,302,2,0.6579
PKR-13-cdx2_ca199.ndpi,Septa 5,304,287,17,5.592
PKR-13-cdx2_ca199.ndpi,Septa 6,318,281,37,11.64
PKR-13-cdx2_ca199.ndpi,Septa 7,302,288,14,4.636
PKR-13-cdx2_ca199.ndpi,Septa 8,313,301,12,3.834
PKR-13-cdx2_ca199.ndpi,Septa 9,388,356,32,8.247
PKR-32-cdx2_ca199.ndpi,Septa 1,349,349,0,0
PKR-32-cdx2_ca199.ndpi,Septa 2,331,331,0,0
PKR-32-cdx2_ca199.ndpi,Septa 3,341,341,0,0
PKR-32-cdx2_ca199.ndpi,Septa 4,330,329,1,0.303
PKR-32-cdx2_ca199.ndpi,Lob 1,312,240,72,23.08
PKR-32-cdx2_ca199.ndpi,Lob 2,411,411,0,0
PKR-32-cdx2_ca199.ndpi,Lob 3,326,203,123,37.73
PKR-32-cdx2_ca199.ndpi,Lob 4,348,296,52,14.94
